row	occurrence_error	extensionID	eventID	occurrenceID	kingdom	phylum	class	order	family	genus	scientificName	rank	organismQuantity	organismQuantityType	basisOfRecord	identificationReferences	identificationRemarks
9	Potential duplicate record	MGYA00593020	MGYA00593020	MGYA00593020_Bacteria::Actinobacteria	Bacteria	Actinobacteria					Actinobacteria	phylum	6	DNA sequence reads	MaterialSample	https://www.ebi.ac.uk/metagenomics/pipelines/5.0	LSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/5.0. This occurrence appeared in following analyses: LSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00593020
12	Potential duplicate record	MGYA00593020	MGYA00593020	MGYA00593020_Bacteria::Actinobacteria:Actinobacteria	Bacteria	Actinobacteria	Actinobacteria				Actinobacteria	class	1	DNA sequence reads	MaterialSample	https://www.ebi.ac.uk/metagenomics/pipelines/5.0	LSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/5.0. This occurrence appeared in following analyses: LSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00593020
322	Potential duplicate record	MGYA00593021	MGYA00593021	MGYA00593021_Bacteria::Actinobacteria	Bacteria	Actinobacteria					Actinobacteria	phylum	12	DNA sequence reads	MaterialSample	https://www.ebi.ac.uk/metagenomics/pipelines/5.0	LSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/5.0. This occurrence appeared in following analyses: LSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00593021
325	Potential duplicate record	MGYA00593021	MGYA00593021	MGYA00593021_Bacteria::Actinobacteria:Actinobacteria	Bacteria	Actinobacteria	Actinobacteria				Actinobacteria	class	6	DNA sequence reads	MaterialSample	https://www.ebi.ac.uk/metagenomics/pipelines/5.0	LSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/5.0. This occurrence appeared in following analyses: LSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00593021
716	Potential duplicate record	MGYA00593022	MGYA00593022	MGYA00593022_Bacteria::Actinobacteria	Bacteria	Actinobacteria					Actinobacteria	phylum	2	DNA sequence reads	MaterialSample	https://www.ebi.ac.uk/metagenomics/pipelines/5.0	LSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/5.0. This occurrence appeared in following analyses: LSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00593022
718	Potential duplicate record	MGYA00593022	MGYA00593022	MGYA00593022_Bacteria::Actinobacteria:Actinobacteria	Bacteria	Actinobacteria	Actinobacteria				Actinobacteria	class	2	DNA sequence reads	MaterialSample	https://www.ebi.ac.uk/metagenomics/pipelines/5.0	LSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/5.0. This occurrence appeared in following analyses: LSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00593022
1460	Potential duplicate record	MGYA00593024	MGYA00593024	MGYA00593024_Bacteria::Actinobacteria	Bacteria	Actinobacteria					Actinobacteria	phylum	6	DNA sequence reads	MaterialSample	https://www.ebi.ac.uk/metagenomics/pipelines/5.0	SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/5.0. This occurrence appeared in following analyses: LSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00593024
1462	Potential duplicate record	MGYA00593024	MGYA00593024	MGYA00593024_Bacteria::Actinobacteria:Actinobacteria	Bacteria	Actinobacteria	Actinobacteria				Actinobacteria	class	3	DNA sequence reads	MaterialSample	https://www.ebi.ac.uk/metagenomics/pipelines/5.0	SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/5.0. This occurrence appeared in following analyses: LSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00593024
1944	Potential duplicate record	MGYA00593026	MGYA00593026	MGYA00593026_Bacteria::Actinobacteria	Bacteria	Actinobacteria					Actinobacteria	phylum	1	DNA sequence reads	MaterialSample	https://www.ebi.ac.uk/metagenomics/pipelines/5.0	LSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/5.0. This occurrence appeared in following analyses: LSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00593026
1947	Potential duplicate record	MGYA00593026	MGYA00593026	MGYA00593026_Bacteria::Actinobacteria:Actinobacteria	Bacteria	Actinobacteria	Actinobacteria				Actinobacteria	class	2	DNA sequence reads	MaterialSample	https://www.ebi.ac.uk/metagenomics/pipelines/5.0	LSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/5.0. This occurrence appeared in following analyses: LSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00593026
