row	occurrence_error	extensionID	eventID	occurrenceID	kingdom	phylum	class	order	family	genus	scientificName	rank	organismQuantity	organismQuantityType	basisOfRecord	identificationReferences	identificationRemarks
171	Potential duplicate record	MGYA00153162	MGYA00153162	MGYA00153162_Chloroplast:::::::uncultured_bacterium							uncultured bacterium	species	4	DNA sequence reads	MaterialSample	https://www.ebi.ac.uk/metagenomics/pipelines/4.1	SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00153162
194	Potential duplicate record	MGYA00153162	MGYA00153162	MGYA00153162_Mitochondria:::::::uncultured_bacterium							uncultured bacterium	species	1	DNA sequence reads	MaterialSample	https://www.ebi.ac.uk/metagenomics/pipelines/4.1	SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00153162
206	Potential duplicate record	MGYA00153163	MGYA00153163	MGYA00153163_Chloroplast:::::::marine_metagenome							marine metagenome	species	1	DNA sequence reads	MaterialSample	https://www.ebi.ac.uk/metagenomics/pipelines/4.1	LSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: LSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00153163
237	Potential duplicate record	MGYA00153163	MGYA00153163	MGYA00153163_Mitochondria:::::::marine_metagenome							marine metagenome	species	1	DNA sequence reads	MaterialSample	https://www.ebi.ac.uk/metagenomics/pipelines/4.1	LSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: LSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00153163
311	Potential duplicate record	MGYA00153164	MGYA00153164	MGYA00153164_Chloroplast:::::::marine_metagenome							marine metagenome	species	6	DNA sequence reads	MaterialSample	https://www.ebi.ac.uk/metagenomics/pipelines/4.1	LSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: LSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00153164
325	Potential duplicate record	MGYA00153164	MGYA00153164	MGYA00153164_Mitochondria:::::::marine_metagenome							marine metagenome	species	2	DNA sequence reads	MaterialSample	https://www.ebi.ac.uk/metagenomics/pipelines/4.1	LSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: LSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00153164
376	Potential duplicate record	MGYA00153165	MGYA00153165	MGYA00153165_Chloroplast:::::::metagenome							metagenome	species	2	DNA sequence reads	MaterialSample	https://www.ebi.ac.uk/metagenomics/pipelines/4.1	LSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: LSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00153165
405	Potential duplicate record	MGYA00153165	MGYA00153165	MGYA00153165_Mitochondria:::::::metagenome							metagenome	species	1	DNA sequence reads	MaterialSample	https://www.ebi.ac.uk/metagenomics/pipelines/4.1	LSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: LSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00153165
713	Potential duplicate record	MGYA00153169	MGYA00153169	MGYA00153169_Chloroplast:::::::marine_metagenome							marine metagenome	species	1	DNA sequence reads	MaterialSample	https://www.ebi.ac.uk/metagenomics/pipelines/4.1	LSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: LSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00153169
736	Potential duplicate record	MGYA00153169	MGYA00153169	MGYA00153169_Mitochondria:::::::marine_metagenome							marine metagenome	species	1	DNA sequence reads	MaterialSample	https://www.ebi.ac.uk/metagenomics/pipelines/4.1	LSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: LSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00153169
770	Potential duplicate record	MGYA00153170	MGYA00153170	MGYA00153170_Bacteria::Actinobacteria	Bacteria	Actinobacteria					Actinobacteria	phylum	2	DNA sequence reads	MaterialSample	https://www.ebi.ac.uk/metagenomics/pipelines/4.1	LSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: LSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00153170
771	Potential duplicate record	MGYA00153170	MGYA00153170	MGYA00153170_Bacteria::Actinobacteria:Actinobacteria	Bacteria	Actinobacteria	Actinobacteria				Actinobacteria	class	15	DNA sequence reads	MaterialSample	https://www.ebi.ac.uk/metagenomics/pipelines/4.1	LSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: LSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00153170
916	Potential duplicate record	MGYA00153173	MGYA00153173	MGYA00153173_Chloroplast:::::::Emiliania_huxleyi							Emiliania huxleyi	species	1	DNA sequence reads	MaterialSample	https://www.ebi.ac.uk/metagenomics/pipelines/4.1	LSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: LSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00153173
918	Potential duplicate record	MGYA00153173	MGYA00153173	MGYA00153173_Eukaryota::::Isochrysidales:Noelaerhabdaceae:Emiliania:Emiliania_huxleyi				Isochrysidales	Noelaerhabdaceae	Emiliania	Emiliania huxleyi	species	3	DNA sequence reads	MaterialSample	https://www.ebi.ac.uk/metagenomics/pipelines/4.1	LSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: LSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00153173
1005	Potential duplicate record	MGYA00153174	MGYA00153174	MGYA00153174_Chloroplast:::::::marine_metagenome							marine metagenome	species	22	DNA sequence reads	MaterialSample	https://www.ebi.ac.uk/metagenomics/pipelines/4.1	LSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: LSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00153174
1024	Potential duplicate record	MGYA00153174	MGYA00153174	MGYA00153174_Mitochondria:::::::marine_metagenome							marine metagenome	species	14	DNA sequence reads	MaterialSample	https://www.ebi.ac.uk/metagenomics/pipelines/4.1	LSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: LSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00153174
1046	Potential duplicate record	MGYA00153175	MGYA00153175	MGYA00153175_Bacteria::Actinobacteria	Bacteria	Actinobacteria					Actinobacteria	phylum	5	DNA sequence reads	MaterialSample	https://www.ebi.ac.uk/metagenomics/pipelines/4.1	LSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: LSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00153175
1047	Potential duplicate record	MGYA00153175	MGYA00153175	MGYA00153175_Bacteria::Actinobacteria:Actinobacteria	Bacteria	Actinobacteria	Actinobacteria				Actinobacteria	class	3	DNA sequence reads	MaterialSample	https://www.ebi.ac.uk/metagenomics/pipelines/4.1	LSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: LSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00153175
1111	Potential duplicate record	MGYA00153176	MGYA00153176	MGYA00153176_Bacteria::Actinobacteria	Bacteria	Actinobacteria					Actinobacteria	phylum	2	DNA sequence reads	MaterialSample	https://www.ebi.ac.uk/metagenomics/pipelines/4.1	LSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: LSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00153176
1112	Potential duplicate record	MGYA00153176	MGYA00153176	MGYA00153176_Bacteria::Actinobacteria:Actinobacteria	Bacteria	Actinobacteria	Actinobacteria				Actinobacteria	class	4	DNA sequence reads	MaterialSample	https://www.ebi.ac.uk/metagenomics/pipelines/4.1	LSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: LSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00153176
1292	Potential duplicate record	MGYA00153178	MGYA00153178	MGYA00153178_Chloroplast:::::::marine_metagenome							marine metagenome	species	4	DNA sequence reads	MaterialSample	https://www.ebi.ac.uk/metagenomics/pipelines/4.1	LSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: LSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00153178
1325	Potential duplicate record	MGYA00153178	MGYA00153178	MGYA00153178_Mitochondria:::::::marine_metagenome							marine metagenome	species	6	DNA sequence reads	MaterialSample	https://www.ebi.ac.uk/metagenomics/pipelines/4.1	LSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: LSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00153178
1468	Potential duplicate record	MGYA00153180	MGYA00153180	MGYA00153180_Chloroplast:::::::marine_metagenome							marine metagenome	species	6	DNA sequence reads	MaterialSample	https://www.ebi.ac.uk/metagenomics/pipelines/4.1	LSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: LSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00153180
1503	Potential duplicate record	MGYA00153180	MGYA00153180	MGYA00153180_Mitochondria:::::::marine_metagenome							marine metagenome	species	8	DNA sequence reads	MaterialSample	https://www.ebi.ac.uk/metagenomics/pipelines/4.1	LSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: LSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00153180
1831	Potential duplicate record	MGYA00153185	MGYA00153185	MGYA00153185_Chloroplast:::::::Emiliania_huxleyi							Emiliania huxleyi	species	3	DNA sequence reads	MaterialSample	https://www.ebi.ac.uk/metagenomics/pipelines/4.1	LSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: LSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00153185
1837	Potential duplicate record	MGYA00153185	MGYA00153185	MGYA00153185_Chloroplast:::::::marine_metagenome							marine metagenome	species	1	DNA sequence reads	MaterialSample	https://www.ebi.ac.uk/metagenomics/pipelines/4.1	LSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: LSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00153185
1875	Potential duplicate record	MGYA00153185	MGYA00153185	MGYA00153185_Chloroplast:::::::uncultured_bacterium							uncultured bacterium	species	3	DNA sequence reads	MaterialSample	https://www.ebi.ac.uk/metagenomics/pipelines/4.1	SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00153185
